session;joueur;BP_periode;BP_traitement;BP_groupe;BP_dotation;BP_contribution;BP_contribution_groupe;BP_decision_time;BP_gain_periode;BP_gain_cumule;naissance;genre;nationalite;couple;etudiant;etudiant_discipline;etudiant_niveau;experiences;fratrie_nombre;fratrie_rang;sportif;sportif_type;sportif_competition;religion_place;religion_croyance;religion_nom
201501201127;201501201127_j_5;7;1;201501201127_g_3;20;19;65;0;27.0;203.8;1962;0;47;0;0;None;None;0;3;1;0;None;None;4;3;6
201501201127;201501201127_j_5;8;1;201501201127_g_3;20;10;47;0;28.8;232.6;1962;0;47;0;0;None;None;0;3;1;0;None;None;4;3;6
201501201127;201501201127_j_5;9;1;201501201127_g_3;20;12;56;0;30.4;263.0;1962;0;47;0;0;None;None;0;3;1;0;None;None;4;3;6
201501201127;201501201127_j_5;10;1;201501201127_g_3;20;14;58;0;29.2;292.2;1962;0;47;0;0;None;None;0;3;1;0;None;None;4;3;6
201501201127;201501201127_j_5;11;1;201501201127_g_3;20;10;51;0;30.4;322.6;1962;0;47;0;0;None;None;0;3;1;0;None;None;4;3;6
201501201127;201501201127_j_5;12;1;201501201127_g_3;20;17;65;0;29.0;351.6;1962;0;47;0;0;None;None;0;3;1;0;None;None;4;3;6
201501201127;201501201127_j_5;13;1;201501201127_g_3;20;17;67;0;29.8;381.4;1962;0;47;0;0;None;None;0;3;1;0;None;None;4;3;6
201501201127;201501201127_j_5;14;1;201501201127_g_3;20;13;61;0;31.4;412.8;1962;0;47;0;0;None;None;0;3;1;0;None;None;4;3;6
201501201127;201501201127_j_5;15;1;201501201127_g_3;20;19;66;0;27.4;440.2;1962;0;47;0;0;None;None;0;3;1;0;None;None;4;3;6
201501201127;201501201127_j_5;16;1;201501201127_g_3;20;19;72;0;29.8;470.0;1962;0;47;0;0;None;None;0;3;1;0;None;None;4;3;6
201501201127;201501201127_j_5;17;1;201501201127_g_3;20;11;55;0;31.0;501.0;1962;0;47;0;0;None;None;0;3;1;0;None;None;4;3;6
201501201127;201501201127_j_5;18;1;201501201127_g_3;20;15;65;0;31.0;532.0;1962;0;47;0;0;None;None;0;3;1;0;None;None;4;3;6
201501201127;201501201127_j_5;19;1;201501201127_g_3;20;16;56;0;26.4;558.4;1962;0;47;0;0;None;None;0;3;1;0;None;None;4;3;6
201501201127;201501201127_j_5;20;1;201501201127_g_3;20;12;55;0;30.0;588.4;1962;0;47;0;0;None;None;0;3;1;0;None;None;4;3;6
201501201127;201501201127_j_2;1;1;201501201127_g_2;20;10;56;0;32.4;32.4;1994;0;42;0;0;None;None;0;9;10;0;None;None;2;4;1
201501201127;201501201127_j_2;2;1;201501201127_g_2;20;18;70;0;30.0;62.4;1994;0;42;0;0;None;None;0;9;10;0;None;None;2;4;1
201501201127;201501201127_j_2;3;1;201501201127_g_2;20;14;60;0;30.0;92.4;1994;0;42;0;0;None;None;0;9;10;0;None;None;2;4;1
201501201127;201501201127_j_2;4;1;201501201127_g_2;20;10;46;0;28.4;120.8;1994;0;42;0;0;None;None;0;9;10;0;None;None;2;4;1
201501201127;201501201127_j_2;5;1;201501201127_g_2;20;10;58;0;33.2;154.0;1994;0;42;0;0;None;None;0;9;10;0;None;None;2;4;1
201501201127;201501201127_j_2;6;1;201501201127_g_2;20;19;64;0;26.6;180.6;1994;0;42;0;0;None;None;0;9;10;0;None;None;2;4;1
201501201127;201501201127_j_2;7;1;201501201127_g_2;20;10;47;0;28.8;209.4;1994;0;42;0;0;None;None;0;9;10;0;None;None;2;4;1
201501201127;201501201127_j_2;8;1;201501201127_g_2;20;19;63;0;26.2;235.6;1994;0;42;0;0;None;None;0;9;10;0;None;None;2;4;1
201501201127;201501201127_j_2;9;1;201501201127_g_2;20;13;53;0;28.2;263.8;1994;0;42;0;0;None;None;0;9;10;0;None;None;2;4;1
201501201127;201501201127_j_2;10;1;201501201127_g_2;20;19;60;0;25.0;288.8;1994;0;42;0;0;None;None;0;9;10;0;None;None;2;4;1
201501201127;201501201127_j_2;11;1;201501201127_g_2;20;14;51;0;26.4;315.2;1994;0;42;0;0;None;None;0;9;10;0;None;None;2;4;1
201501201127;201501201127_j_2;12;1;201501201127_g_2;20;17;62;0;27.8;343.0;1994;0;42;0;0;None;None;0;9;10;0;None;None;2;4;1
201501201127;201501201127_j_2;13;1;201501201127_g_2;20;19;59;0;24.6;367.6;1994;0;42;0;0;None;None;0;9;10;0;None;None;2;4;1
201501201127;201501201127_j_2;14;1;201501201127_g_2;20;15;61;0;29.4;397.0;1994;0;42;0;0;None;None;0;9;10;0;None;None;2;4;1
201501201127;201501201127_j_2;15;1;201501201127_g_2;20;15;63;0;30.2;427.2;1994;0;42;0;0;None;None;0;9;10;0;None;None;2;4;1
201501201127;201501201127_j_2;16;1;201501201127_g_2;20;13;51;0;27.4;454.6;1994;0;42;0;0;None;None;0;9;10;0;None;None;2;4;1
201501201127;201501201127_j_2;17;1;201501201127_g_2;20;16;65;0;30.0;484.6;1994;0;42;0;0;None;None;0;9;10;0;None;None;2;4;1
201501201127;201501201127_j_2;18;1;201501201127_g_2;20;18;68;0;29.2;513.8;1994;0;42;0;0;None;None;0;9;10;0;None;None;2;4;1
201501201127;201501201127_j_2;19;1;201501201127_g_2;20;20;70;0;28.0;541.8;1994;0;42;0;0;None;None;0;9;10;0;None;None;2;4;1
201501201127;201501201127_j_2;20;1;201501201127_g_2;20;15;66;0;31.4;573.2;1994;0;42;0;0;None;None;0;9;10;0;None;None;2;4;1
201501201127;201501201127_j_3;1;1;201501201127_g_0;20;15;52;0;25.8;25.8;1985;1;14;1;1;1;1;1;3;2;1;0;0;4;2;4
201501201127;201501201127_j_3;2;1;201501201127_g_0;20;12;56;0;30.4;56.2;1985;1;14;1;1;1;1;1;3;2;1;0;0;4;2;4
201501201127;201501201127_j_3;3;1;201501201127_g_0;20;16;67;0;30.8;87.0;1985;1;14;1;1;1;1;1;3;2;1;0;0;4;2;4
201501201127;201501201127_j_3;4;1;201501201127_g_0;20;11;61;0;33.4;120.4;1985;1;14;1;1;1;1;1;3;2;1;0;0;4;2;4
201501201127;201501201127_j_3;5;1;201501201127_g_0;20;19;65;0;27.0;147.4;1985;1;14;1;1;1;1;1;3;2;1;0;0;4;2;4
201501201127;201501201127_j_3;6;1;201501201127_g_0;20;15;66;0;31.4;178.8;1985;1;14;1;1;1;1;1;3;2;1;0;0;4;2;4
201501201127;201501201127_j_3;7;1;201501201127_g_0;20;19;62;0;25.8;204.6;1985;1;14;1;1;1;1;1;3;2;1;0;0;4;2;4
201501201127;201501201127_j_3;8;1;201501201127_g_0;20;13;58;0;30.2;234.8;1985;1;14;1;1;1;1;1;3;2;1;0;0;4;2;4
201501201127;201501201127_j_3;9;1;201501201127_g_0;20;11;49;0;28.6;263.4;1985;1;14;1;1;1;1;1;3;2;1;0;0;4;2;4
201501201127;201501201127_j_3;10;1;201501201127_g_0;20;10;53;0;31.2;294.6;1985;1;14;1;1;1;1;1;3;2;1;0;0;4;2;4
201501201127;201501201127_j_3;11;1;201501201127_g_0;20;14;57;0;28.8;323.4;1985;1;14;1;1;1;1;1;3;2;1;0;0;4;2;4
201501201127;201501201127_j_3;12;1;201501201127_g_0;20;14;59;0;29.6;353.0;1985;1;14;1;1;1;1;1;3;2;1;0;0;4;2;4
201501201127;201501201127_j_3;13;1;201501201127_g_0;20;12;66;0;34.4;387.4;1985;1;14;1;1;1;1;1;3;2;1;0;0;4;2;4
201501201127;201501201127_j_3;14;1;201501201127_g_0;20;14;64;0;31.6;419.0;1985;1;14;1;1;1;1;1;3;2;1;0;0;4;2;4
201501201127;201501201127_j_3;15;1;201501201127_g_0;20;17;54;0;24.6;443.6;1985;1;14;1;1;1;1;1;3;2;1;0;0;4;2;4
201501201127;201501201127_j_3;16;1;201501201127_g_0;20;14;57;0;28.8;472.4;1985;1;14;1;1;1;1;1;3;2;1;0;0;4;2;4
201501201127;201501201127_j_3;17;1;201501201127_g_0;20;18;61;0;26.4;498.8;1985;1;14;1;1;1;1;1;3;2;1;0;0;4;2;4
201501201127;201501201127_j_3;18;1;201501201127_g_0;20;11;60;0;33.0;531.8;1985;1;14;1;1;1;1;1;3;2;1;0;0;4;2;4
201501201127;201501201127_j_3;19;1;201501201127_g_0;20;17;71;0;31.4;563.2;1985;1;14;1;1;1;1;1;3;2;1;0;0;4;2;4
201501201127;201501201127_j_3;20;1;201501201127_g_0;20;19;70;0;29.0;592.2;1985;1;14;1;1;1;1;1;3;2;1;0;0;4;2;4
201501201127;201501201127_j_0;1;1;201501201127_g_9;20;13;53;0;28.2;28.2;1967;0;82;1;1;6;4;1;4;3;1;0;1;1;2;3
201501201127;201501201127_j_0;2;1;201501201127_g_9;20;20;69;0;27.6;55.8;1967;0;82;1;1;6;4;1;4;3;1;0;1;1;2;3
201501201127;201501201127_j_0;3;1;201501201127_g_9;20;13;56;0;29.4;85.2;1967;0;82;1;1;6;4;1;4;3;1;0;1;1;2;3
201501201127;201501201127_j_0;4;1;201501201127_g_9;20;17;57;0;25.8;111.0;1967;0;82;1;1;6;4;1;4;3;1;0;1;1;2;3
201501201127;201501201127_j_0;5;1;201501201127_g_9;20;19;67;0;27.8;138.8;1967;0;82;1;1;6;4;1;4;3;1;0;1;1;2;3
201501201127;201501201127_j_0;6;1;201501201127_g_9;20;14;55;0;28.0;166.8;1967;0;82;1;1;6;4;1;4;3;1;0;1;1;2;3
201501201127;201501201127_j_0;7;1;201501201127_g_9;20;16;62;0;28.8;195.6;1967;0;82;1;1;6;4;1;4;3;1;0;1;1;2;3
201501201127;201501201127_j_0;8;1;201501201127_g_9;20;16;72;0;32.8;228.4;1967;0;82;1;1;6;4;1;4;3;1;0;1;1;2;3
201501201127;201501201127_j_0;9;1;201501201127_g_9;20;10;54;0;31.6;260.0;1967;0;82;1;1;6;4;1;4;3;1;0;1;1;2;3
201501201127;201501201127_j_0;10;1;201501201127_g_9;20;13;59;0;30.6;290.6;1967;0;82;1;1;6;4;1;4;3;1;0;1;1;2;3
201501201127;201501201127_j_0;11;1;201501201127_g_9;20;17;69;0;30.6;321.2;1967;0;82;1;1;6;4;1;4;3;1;0;1;1;2;3
201501201127;201501201127_j_0;12;1;201501201127_g_9;20;18;52;0;22.8;344.0;1967;0;82;1;1;6;4;1;4;3;1;0;1;1;2;3
201501201127;201501201127_j_0;13;1;201501201127_g_9;20;13;54;0;28.6;372.6;1967;0;82;1;1;6;4;1;4;3;1;0;1;1;2;3
201501201127;201501201127_j_0;14;1;201501201127_g_9;20;11;60;0;33.0;405.6;1967;0;82;1;1;6;4;1;4;3;1;0;1;1;2;3
201501201127;201501201127_j_0;15;1;201501201127_g_9;20;16;64;0;29.6;435.2;1967;0;82;1;1;6;4;1;4;3;1;0;1;1;2;3
201501201127;201501201127_j_0;16;1;201501201127_g_9;20;18;69;0;29.6;464.8;1967;0;82;1;1;6;4;1;4;3;1;0;1;1;2;3
201501201127;201501201127_j_0;17;1;201501201127_g_9;20;16;67;0;30.8;495.6;1967;0;82;1;1;6;4;1;4;3;1;0;1;1;2;3
201501201127;201501201127_j_0;18;1;201501201127_g_9;20;10;53;0;31.2;526.8;1967;0;82;1;1;6;4;1;4;3;1;0;1;1;2;3
201501201127;201501201127_j_0;19;1;201501201127_g_9;20;17;64;0;28.6;555.4;1967;0;82;1;1;6;4;1;4;3;1;0;1;1;2;3
201501201127;201501201127_j_0;20;1;201501201127_g_9;20;18;70;0;30.0;585.4;1967;0;82;1;1;6;4;1;4;3;1;0;1;1;2;3
201501201127;201501201127_j_20;1;1;201501201127_g_6;20;17;70;0;31.0;31.0;1960;0;23;1;1;7;3;0;9;6;1;0;0;4;3;2
201501201127;201501201127_j_20;2;1;201501201127_g_6;20;10;54;0;31.6;62.6;1960;0;23;1;1;7;3;0;9;6;1;0;0;4;3;2
201501201127;201501201127_j_20;3;1;201501201127_g_6;20;19;61;0;25.4;88.0;1960;0;23;1;1;7;3;0;9;6;1;0;0;4;3;2
201501201127;201501201127_j_20;4;1;201501201127_g_6;20;20;57;0;22.8;110.8;1960;0;23;1;1;7;3;0;9;6;1;0;0;4;3;2
201501201127;201501201127_j_20;5;1;201501201127_g_6;20;12;53;0;29.2;140.0;1960;0;23;1;1;7;3;0;9;6;1;0;0;4;3;2
201501201127;201501201127_j_20;6;1;201501201127_g_6;20;10;54;0;31.6;171.6;1960;0;23;1;1;7;3;0;9;6;1;0;0;4;3;2
201501201127;201501201127_j_20;7;1;201501201127_g_6;20;11;50;0;29.0;200.6;1960;0;23;1;1;7;3;0;9;6;1;0;0;4;3;2
201501201127;201501201127_j_20;8;1;201501201127_g_6;20;16;49;0;23.6;224.2;1960;0;23;1;1;7;3;0;9;6;1;0;0;4;3;2
201501201127;201501201127_j_20;9;1;201501201127_g_6;20;12;58;0;31.2;255.4;1960;0;23;1;1;7;3;0;9;6;1;0;0;4;3;2
201501201127;201501201127_j_20;10;1;201501201127_g_6;20;10;61;0;34.4;289.8;1960;0;23;1;1;7;3;0;9;6;1;0;0;4;3;2
201501201127;201501201127_j_20;11;1;201501201127_g_6;20;16;66;0;30.4;320.2;1960;0;23;1;1;7;3;0;9;6;1;0;0;4;3;2
201501201127;201501201127_j_20;12;1;201501201127_g_6;20;14;62;0;30.8;351.0;1960;0;23;1;1;7;3;0;9;6;1;0;0;4;3;2
201501201127;201501201127_j_20;13;1;201501201127_g_6;20;11;55;0;31.0;382.0;1960;0;23;1;1;7;3;0;9;6;1;0;0;4;3;2
201501201127;201501201127_j_20;14;1;201501201127_g_6;20;18;68;0;29.2;411.2;1960;0;23;1;1;7;3;0;9;6;1;0;0;4;3;2
201501201127;201501201127_j_20;15;1;201501201127_g_6;20;16;67;0;30.8;442.0;1960;0;23;1;1;7;3;0;9;6;1;0;0;4;3;2
201501201127;201501201127_j_20;16;1;201501201127_g_6;20;13;59;0;30.6;472.6;1960;0;23;1;1;7;3;0;9;6;1;0;0;4;3;2
201501201127;201501201127_j_20;17;1;201501201127_g_6;20;19;68;0;28.2;500.8;1960;0;23;1;1;7;3;0;9;6;1;0;0;4;3;2
201501201127;201501201127_j_20;18;1;201501201127_g_6;20;13;72;0;35.8;536.6;1960;0;23;1;1;7;3;0;9;6;1;0;0;4;3;2
201501201127;201501201127_j_20;19;1;201501201127_g_6;20;16;55;0;26.0;562.6;1960;0;23;1;1;7;3;0;9;6;1;0;0;4;3;2
201501201127;201501201127_j_20;20;1;201501201127_g_6;20;13;57;0;29.8;592.4;1960;0;23;1;1;7;3;0;9;6;1;0;0;4;3;2
201501201127;201501201127_j_34;1;1;201501201127_g_4;20;12;63;0;33.2;33.2;1991;0;1;0;1;6;5;0;2;2;0;None;None;4;4;2
201501201127;201501201127_j_34;2;1;201501201127_g_4;20;17;73;0;32.2;65.4;1991;0;1;0;1;6;5;0;2;2;0;None;None;4;4;2
201501201127;201501201127_j_34;3;1;201501201127_g_4;20;10;60;0;34.0;99.4;1991;0;1;0;1;6;5;0;2;2;0;None;None;4;4;2
201501201127;201501201127_j_34;4;1;201501201127_g_4;20;15;57;0;27.8;127.2;1991;0;1;0;1;6;5;0;2;2;0;None;None;4;4;2
201501201127;201501201127_j_34;5;1;201501201127_g_4;20;10;62;0;34.8;162.0;1991;0;1;0;1;6;5;0;2;2;0;None;None;4;4;2
201501201127;201501201127_j_34;6;1;201501201127_g_4;20;19;57;0;23.8;185.8;1991;0;1;0;1;6;5;0;2;2;0;None;None;4;4;2
201501201127;201501201127_j_34;7;1;201501201127_g_4;20;19;68;0;28.2;214.0;1991;0;1;0;1;6;5;0;2;2;0;None;None;4;4;2
201501201127;201501201127_j_34;8;1;201501201127_g_4;20;10;54;0;31.6;245.6;1991;0;1;0;1;6;5;0;2;2;0;None;None;4;4;2
201501201127;201501201127_j_34;9;1;201501201127_g_4;20;18;71;0;30.4;276.0;1991;0;1;0;1;6;5;0;2;2;0;None;None;4;4;2
201501201127;201501201127_j_34;10;1;201501201127_g_4;20;20;59;0;23.6;299.6;1991;0;1;0;1;6;5;0;2;2;0;None;None;4;4;2
201501201127;201501201127_j_34;11;1;201501201127_g_4;20;18;59;0;25.6;325.2;1991;0;1;0;1;6;5;0;2;2;0;None;None;4;4;2
201501201127;201501201127_j_34;12;1;201501201127_g_4;20;18;68;0;29.2;354.4;1991;0;1;0;1;6;5;0;2;2;0;None;None;4;4;2
201501201127;201501201127_j_34;13;1;201501201127_g_4;20;12;49;0;27.6;382.0;1991;0;1;0;1;6;5;0;2;2;0;None;None;4;4;2
201501201127;201501201127_j_34;14;1;201501201127_g_4;20;19;66;0;27.4;409.4;1991;0;1;0;1;6;5;0;2;2;0;None;None;4;4;2
201501201127;201501201127_j_34;15;1;201501201127_g_4;20;10;51;0;30.4;439.8;1991;0;1;0;1;6;5;0;2;2;0;None;None;4;4;2
201501201127;201501201127_j_34;16;1;201501201127_g_4;20;14;52;0;26.8;466.6;1991;0;1;0;1;6;5;0;2;2;0;None;None;4;4;2
201501201127;201501201127_j_34;17;1;201501201127_g_4;20;18;59;0;25.6;492.2;1991;0;1;0;1;6;5;0;2;2;0;None;None;4;4;2
201501201127;201501201127_j_34;18;1;201501201127_g_4;20;19;62;0;25.8;518.0;1991;0;1;0;1;6;5;0;2;2;0;None;None;4;4;2
201501201127;201501201127_j_34;19;1;201501201127_g_4;20;17;61;0;27.4;545.4;1991;0;1;0;1;6;5;0;2;2;0;None;None;4;4;2
201501201127;201501201127_j_34;20;1;201501201127_g_4;20;16;67;0;30.8;576.2;1991;0;1;0;1;6;5;0;2;2;0;None;None;4;4;2
201501201127;201501201127_j_23;1;1;201501201127_g_3;20;16;67;0;30.8;30.8;1999;0;5;1;1;8;3;1;7;3;1;0;0;1;3;5
201501201127;201501201127_j_23;2;1;201501201127_g_3;20;11;55;0;31.0;61.8;1999;0;5;1;1;8;3;1;7;3;1;0;0;1;3;5
201501201127;201501201127_j_23;3;1;201501201127_g_3;20;11;58;0;32.2;94.0;1999;0;5;1;1;8;3;1;7;3;1;0;0;1;3;5
201501201127;201501201127_j_23;4;1;201501201127_g_3;20;11;52;0;29.8;123.8;1999;0;5;1;1;8;3;1;7;3;1;0;0;1;3;5
201501201127;201501201127_j_23;5;1;201501201127_g_3;20;13;59;0;30.6;154.4;1999;0;5;1;1;8;3;1;7;3;1;0;0;1;3;5
201501201127;201501201127_j_23;6;1;201501201127_g_3;20;20;66;0;26.4;180.8;1999;0;5;1;1;8;3;1;7;3;1;0;0;1;3;5
201501201127;201501201127_j_23;7;1;201501201127_g_3;20;18;65;0;28.0;208.8;1999;0;5;1;1;8;3;1;7;3;1;0;0;1;3;5
201501201127;201501201127_j_23;8;1;201501201127_g_3;20;10;47;0;28.8;237.6;1999;0;5;1;1;8;3;1;7;3;1;0;0;1;3;5
201501201127;201501201127_j_23;9;1;201501201127_g_3;20;19;56;0;23.4;261.0;1999;0;5;1;1;8;3;1;7;3;1;0;0;1;3;5
201501201127;201501201127_j_23;10;1;201501201127_g_3;20;14;58;0;29.2;290.2;1999;0;5;1;1;8;3;1;7;3;1;0;0;1;3;5
201501201127;201501201127_j_23;11;1;201501201127_g_3;20;17;51;0;23.4;313.6;1999;0;5;1;1;8;3;1;7;3;1;0;0;1;3;5
201501201127;201501201127_j_23;12;1;201501201127_g_3;20;11;65;0;35.0;348.6;1999;0;5;1;1;8;3;1;7;3;1;0;0;1;3;5
201501201127;201501201127_j_23;13;1;201501201127_g_3;20;16;67;0;30.8;379.4;1999;0;5;1;1;8;3;1;7;3;1;0;0;1;3;5
201501201127;201501201127_j_23;14;1;201501201127_g_3;20;15;61;0;29.4;408.8;1999;0;5;1;1;8;3;1;7;3;1;0;0;1;3;5
201501201127;201501201127_j_23;15;1;201501201127_g_3;20;15;66;0;31.4;440.2;1999;0;5;1;1;8;3;1;7;3;1;0;0;1;3;5
201501201127;201501201127_j_23;16;1;201501201127_g_3;20;17;72;0;31.8;472.0;1999;0;5;1;1;8;3;1;7;3;1;0;0;1;3;5
201501201127;201501201127_j_23;17;1;201501201127_g_3;20;18;55;0;24.0;496.0;1999;0;5;1;1;8;3;1;7;3;1;0;0;1;3;5
201501201127;201501201127_j_23;18;1;201501201127_g_3;20;16;65;0;30.0;526.0;1999;0;5;1;1;8;3;1;7;3;1;0;0;1;3;5
201501201127;201501201127_j_23;19;1;201501201127_g_3;20;14;56;0;28.4;554.4;1999;0;5;1;1;8;3;1;7;3;1;0;0;1;3;5
201501201127;201501201127_j_23;20;1;201501201127_g_3;20;11;55;0;31.0;585.4;1999;0;5;1;1;8;3;1;7;3;1;0;0;1;3;5
201501201125;201501201125_j_25;1;0;201501201125_g_8;20;20;61;0;24.4;24.4;1989;1;68;1;1;6;5;0;3;2;0;None;None;1;2;3
201501201125;201501201125_j_25;2;0;201501201125_g_8;20;20;44;0;17.6;42.0;1989;1;68;1;1;6;5;0;3;2;0;None;None;1;2;3
201501201125;201501201125_j_25;3;0;201501201125_g_8;20;5;46;0;33.4;75.4;1989;1;68;1;1;6;5;0;3;2;0;None;None;1;2;3
201501201125;201501201125_j_25;4;0;201501201125_g_8;20;12;26;0;18.4;93.8;1989;1;68;1;1;6;5;0;3;2;0;None;None;1;2;3
201501201125;201501201125_j_25;5;0;201501201125_g_8;20;14;21;0;14.4;108.2;1989;1;68;1;1;6;5;0;3;2;0;None;None;1;2;3
201501201125;201501201125_j_25;6;0;201501201125_g_8;20;9;37;0;25.8;134.0;1989;1;68;1;1;6;5;0;3;2;0;None;None;1;2;3
201501201125;201501201125_j_25;7;0;201501201125_g_8;20;2;49;0;37.6;171.6;1989;1;68;1;1;6;5;0;3;2;0;None;None;1;2;3
201501201125;201501201125_j_25;8;0;201501201125_g_8;20;11;32;0;21.8;193.4;1989;1;68;1;1;6;5;0;3;2;0;None;None;1;2;3
201501201125;201501201125_j_25;9;0;201501201125_g_8;20;17;30;0;15.0;208.4;1989;1;68;1;1;6;5;0;3;2;0;None;None;1;2;3
201501201125;201501201125_j_25;10;0;201501201125_g_8;20;14;26;0;16.4;224.8;1989;1;68;1;1;6;5;0;3;2;0;None;None;1;2;3
201501201125;201501201125_j_25;11;0;201501201125_g_8;20;0;23;0;29.2;254.0;1989;1;68;1;1;6;5;0;3;2;0;None;None;1;2;3
201501201125;201501201125_j_25;12;0;201501201125_g_8;20;12;55;0;30.0;284.0;1989;1;68;1;1;6;5;0;3;2;0;None;None;1;2;3
201501201125;201501201125_j_25;13;0;201501201125_g_8;20;7;34;0;26.6;310.6;1989;1;68;1;1;6;5;0;3;2;0;None;None;1;2;3
201501201125;201501201125_j_25;14;0;201501201125_g_8;20;14;46;0;24.4;335.0;1989;1;68;1;1;6;5;0;3;2;0;None;None;1;2;3
201501201125;201501201125_j_25;15;0;201501201125_g_8;20;20;42;0;16.8;351.8;1989;1;68;1;1;6;5;0;3;2;0;None;None;1;2;3
201501201125;201501201125_j_25;16;0;201501201125_g_8;20;12;19;0;15.6;367.4;1989;1;68;1;1;6;5;0;3;2;0;None;None;1;2;3
201501201125;201501201125_j_25;17;0;201501201125_g_8;20;8;38;0;27.2;394.6;1989;1;68;1;1;6;5;0;3;2;0;None;None;1;2;3
201501201125;201501201125_j_25;18;0;201501201125_g_8;20;5;35;0;29.0;423.6;1989;1;68;1;1;6;5;0;3;2;0;None;None;1;2;3
201501201125;201501201125_j_25;19;0;201501201125_g_8;20;14;33;0;19.2;442.8;1989;1;68;1;1;6;5;0;3;2;0;None;None;1;2;3
201501201125;201501201125_j_25;20;0;201501201125_g_8;20;19;52;0;21.8;464.6;1989;1;68;1;1;6;5;0;3;2;0;None;None;1;2;3
201501201127;201501201127_j_22;1;1;201501201127_g_9;20;17;53;0;24.2;24.2;1988;0;30;1;1;6;1;0;1;2;1;0;0;1;3;6
201501201127;201501201127_j_22;2;1;201501201127_g_9;20;19;69;0;28.6;52.8;1988;0;30;1;1;6;1;0;1;2;1;0;0;1;3;6
201501201127;201501201127_j_22;3;1;201501201127_g_9;20;10;56;0;32.4;85.2;1988;0;30;1;1;6;1;0;1;2;1;0;0;1;3;6
201501201127;201501201127_j_22;4;1;201501201127_g_9;20;10;57;0;32.8;118.0;1988;0;30;1;1;6;1;0;1;2;1;0;0;1;3;6
201501201127;201501201127_j_22;5;1;201501201127_g_9;20;14;67;0;32.8;150.8;1988;0;30;1;1;6;1;0;1;2;1;0;0;1;3;6
201501201127;201501201127_j_22;6;1;201501201127_g_9;20;11;55;0;31.0;181.8;1988;0;30;1;1;6;1;0;1;2;1;0;0;1;3;6
201501201127;201501201127_j_22;7;1;201501201127_g_9;20;14;62;0;30.8;212.6;1988;0;30;1;1;6;1;0;1;2;1;0;0;1;3;6
201501201127;201501201127_j_22;8;1;201501201127_g_9;20;16;72;0;32.8;245.4;1988;0;30;1;1;6;1;0;1;2;1;0;0;1;3;6
201501201127;201501201127_j_22;9;1;201501201127_g_9;20;10;54;0;31.6;277.0;1988;0;30;1;1;6;1;0;1;2;1;0;0;1;3;6
201501201127;201501201127_j_22;10;1;201501201127_g_9;20;14;59;0;29.6;306.6;1988;0;30;1;1;6;1;0;1;2;1;0;0;1;3;6
201501201127;201501201127_j_22;11;1;201501201127_g_9;20;17;69;0;30.6;337.2;1988;0;30;1;1;6;1;0;1;2;1;0;0;1;3;6
201501201127;201501201127_j_22;12;1;201501201127_g_9;20;11;52;0;29.8;367.0;1988;0;30;1;1;6;1;0;1;2;1;0;0;1;3;6
201501201127;201501201127_j_22;13;1;201501201127_g_9;20;16;54;0;25.6;392.6;1988;0;30;1;1;6;1;0;1;2;1;0;0;1;3;6
201501201127;201501201127_j_22;14;1;201501201127_g_9;20;19;60;0;25.0;417.6;1988;0;30;1;1;6;1;0;1;2;1;0;0;1;3;6
201501201127;201501201127_j_22;15;1;201501201127_g_9;20;18;64;0;27.6;445.2;1988;0;30;1;1;6;1;0;1;2;1;0;0;1;3;6
201501201127;201501201127_j_22;16;1;201501201127_g_9;20;18;69;0;29.6;474.8;1988;0;30;1;1;6;1;0;1;2;1;0;0;1;3;6
201501201127;201501201127_j_22;17;1;201501201127_g_9;20;19;67;0;27.8;502.6;1988;0;30;1;1;6;1;0;1;2;1;0;0;1;3;6
201501201127;201501201127_j_22;18;1;201501201127_g_9;20;18;53;0;23.2;525.8;1988;0;30;1;1;6;1;0;1;2;1;0;0;1;3;6
201501201127;201501201127_j_22;19;1;201501201127_g_9;20;18;64;0;27.6;553.4;1988;0;30;1;1;6;1;0;1;2;1;0;0;1;3;6
201501201127;201501201127_j_22;20;1;201501201127_g_9;20;16;70;0;32.0;585.4;1988;0;30;1;1;6;1;0;1;2;1;0;0;1;3;6
201501201127;201501201127_j_16;1;1;201501201127_g_7;20;20;55;0;22.0;22.0;1962;1;55;1;0;None;None;0;1;2;1;0;0;3;4;4
201501201127;201501201127_j_16;2;1;201501201127_g_7;20;16;49;0;23.6;45.6;1962;1;55;1;0;None;None;0;1;2;1;0;0;3;4;4
201501201127;201501201127_j_16;3;1;201501201127_g_7;20;11;53;0;30.2;75.8;1962;1;55;1;0;None;None;0;1;2;1;0;0;3;4;4
201501201127;201501201127_j_16;4;1;201501201127_g_7;20;10;50;0;30.0;105.8;1962;1;55;1;0;None;None;0;1;2;1;0;0;3;4;4
201501201127;201501201127_j_16;5;1;201501201127_g_7;20;10;57;0;32.8;138.6;1962;1;55;1;0;None;None;0;1;2;1;0;0;3;4;4
201501201127;201501201127_j_16;6;1;201501201127_g_7;20;15;54;0;26.6;165.2;1962;1;55;1;0;None;None;0;1;2;1;0;0;3;4;4
201501201127;201501201127_j_16;7;1;201501201127_g_7;20;18;69;0;29.6;194.8;1962;1;55;1;0;None;None;0;1;2;1;0;0;3;4;4
